conflict_id,entity_candidate,transport_mode,conflict_field,source_pair,source_a,value_a,source_b,value_b,delta_metric,resolution_status,resolution_action,requires_manual_review
CONF_0079,KK Nagar West MTC Terminus <-> West Kk Nagar Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,KK Nagar West MTC Terminus,CHENNAI_COMMUNITY_GTFS,West Kk Nagar Depot,similarity=81.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0080,KK Nagar West MTC Terminus <-> West Kk Nagar Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,KK Nagar West MTC Terminus,CHENNAI_COMMUNITY_GTFS,West Kk Nagar Depot,similarity=81.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0081,Koyambedu Mofussil Bus Terminal <-> Koyambedu Mofussil Bus Terminal,bus,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.065835, 80.2056011)",OSM_OVERPASS,"(13.0665289, 80.2062855)",107.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0082,Koyambedu Mofussil Bus Terminal <-> Koyambedu Mofussil Bus Terminal,bus,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.065835, 80.2056011)",OSM_OVERPASS,"(13.066402, 80.2049735)",92.7m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0083,Koyambedu Mofussil Bus Terminal <-> Koyambedu Mofussil Bus Terminal,bus,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.0665289, 80.2062855)",OSM_OVERPASS,"(13.066402, 80.2049735)",142.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0084,Mogappair West Bus Terminus <-> J J Nagar West Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Mogappair West Bus Terminus,CHENNAI_COMMUNITY_GTFS,J J Nagar West Terminus,similarity=76.5%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0085,Anna Nagar West <-> Anna Nagar West Terminus,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0937546, 80.1984937)",CHENNAI_COMMUNITY_GTFS,"(13.09383, 80.19814)",39.2m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0086,Anna Nagar West <-> Anna Nagar West Depot,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0937546, 80.1984937)",CHENNAI_COMMUNITY_GTFS,"(13.09403, 80.19878)",43.6m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0087,Ayanavaram MTC Terminus <-> Ayanavaram Bus Terminus,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0985912, 80.2420039)",CHENNAI_COMMUNITY_GTFS,"(13.09807, 80.24187)",59.7m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0088,Ayanavaram MTC Terminus <-> Ayanavaram Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Ayanavaram MTC Terminus,CHENNAI_COMMUNITY_GTFS,Ayanavaram Depot,similarity=76.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0089,Perambur MTC Terminus <-> Perambur Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Perambur MTC Terminus,CHENNAI_COMMUNITY_GTFS,Perambur Bus Terminus,similarity=89.5%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0090,Perambur MTC Terminus <-> Perambur Bus Terminus,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.1085691, 80.2482521)",CHENNAI_COMMUNITY_GTFS,"(13.1082, 80.24828)",41.2m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0091,Perambur MTC Terminus <-> Perambur Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Perambur MTC Terminus,CHENNAI_COMMUNITY_GTFS,Perambur Bus Terminus,similarity=89.5%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0092,Red Hills MTC Bus Terminus <-> Redhills Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Red Hills MTC Bus Terminus,CHENNAI_COMMUNITY_GTFS,Redhills Bus Terminus,similarity=76.6%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0093,"Madhavarm APSRTC , TNSTC Bus Terminus <-> M.M.B.T Madhavarm Bus Terminus",bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"Madhavarm APSRTC , TNSTC Bus Terminus",CHENNAI_COMMUNITY_GTFS,M.M.B.T Madhavarm Bus Terminus,similarity=84.6%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0094,Manali MTC Terminus <-> Manali Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Manali MTC Terminus,CHENNAI_COMMUNITY_GTFS,Manali Bus Terminus,similarity=88.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0095,Manali MTC Terminus <-> Manali Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Manali MTC Terminus,CHENNAI_COMMUNITY_GTFS,Manali Bus Terminus,similarity=88.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0096,Ennore MTC Terminus <-> Ennore Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Ennore MTC Terminus,CHENNAI_COMMUNITY_GTFS,Ennore Bus Terminus,similarity=88.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0097,Janappanchataram Bus Stop <-> Janappanchataram Bus Stop,bus,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.2624366, 80.154631)",OSM_OVERPASS,"(13.2625431, 80.1552103)",63.8m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0098,Minjur MTC Terminus <-> Minjur Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Minjur MTC Terminus,CHENNAI_COMMUNITY_GTFS,Minjur Bus Terminus,similarity=88.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0099,Adyar Depot <-> Adyar Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9978, 80.25617)",CHENNAI_COMMUNITY_GTFS,"(12.9991, 80.25638)",146.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0100,Adyar Depot <-> Adyar Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9978, 80.25617)",CHENNAI_COMMUNITY_GTFS,"(12.9988, 80.25588)",115.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0101,Adyar Depot <-> Adyar (Depot),bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9978, 80.25617)",CHENNAI_COMMUNITY_GTFS,"(12.99683, 80.25611)",108.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0102,Adyar Depot <-> Adyar (Depot),bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9978, 80.25617)",CHENNAI_COMMUNITY_GTFS,"(12.99697, 80.25696)",125.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0103,Madhavaram Bus Depot <-> Madhavaram Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.132, 80.23708)",CHENNAI_COMMUNITY_GTFS,"(13.13241, 80.2369)",49.6m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0104,Alandur Depot <-> Alandur Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.99708, 80.19136)",CHENNAI_COMMUNITY_GTFS,"(12.99719, 80.1906)",83.2m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0105,Alandur Depot <-> Alandur Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.99708, 80.19136)",CHENNAI_COMMUNITY_GTFS,"(12.99702, 80.19173)",40.6m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0106,Anna Nagar West Depot <-> Anna Nagar West Terminus,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Anna Nagar West Depot,CHENNAI_COMMUNITY_GTFS,Anna Nagar West Terminus,similarity=83.3%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0107,Anna Nagar West Depot <-> Anna Nagar West Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.0937, 80.19842)",CHENNAI_COMMUNITY_GTFS,"(13.09403, 80.19878)",53.5m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0108,Madhavaram Depot <-> Madhavaram Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.13207, 80.23685)",CHENNAI_COMMUNITY_GTFS,"(13.13241, 80.2369)",38.2m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0109,Alandur Depot <-> Alandur Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.99719, 80.1906)",CHENNAI_COMMUNITY_GTFS,"(12.99702, 80.19173)",123.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0110,Perumbakkam Depot <-> Perumbakkam Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.88775, 80.2088)",CHENNAI_COMMUNITY_GTFS,"(12.88746, 80.20906)",42.8m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0111,Perumbakkam Depot <-> Perumbakkam Bus Terminus,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Perumbakkam Depot,CHENNAI_COMMUNITY_GTFS,Perumbakkam Bus Terminus,similarity=78.6%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0112,Tondairpet-1 Depot <-> Tondiarpet Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.13131, 80.29319)",CHENNAI_COMMUNITY_GTFS,"(13.13192, 80.29215)",131.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0113,Tondairpet-1 Depot <-> Tondiarpet Bus Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Tondairpet-1 Depot,CHENNAI_COMMUNITY_GTFS,Tondiarpet Bus Depot,similarity=78.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0114,Thiruvanmiyur Depot <-> Thiruvanmiyur Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9875, 80.25919)",CHENNAI_COMMUNITY_GTFS,"(12.98719, 80.25881)",53.7m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0115,Kilambakkam Depot <-> Kilambakkam Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.87309, 80.07951)",CHENNAI_COMMUNITY_GTFS,"(12.87351, 80.07858)",111.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0116,Kilambakkam Depot <-> Kilambakkam Bus Terminus,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Kilambakkam Depot,CHENNAI_COMMUNITY_GTFS,Kilambakkam Bus Terminus,similarity=78.6%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0117,Adyar Depot <-> Adyar Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9991, 80.25638)",CHENNAI_COMMUNITY_GTFS,"(12.9988, 80.25588)",63.6m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0118,Adyar Old Depot <-> Adyar Old Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.00653, 80.25378)",CHENNAI_COMMUNITY_GTFS,"(13.00667, 80.2532)",64.7m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0119,Thiruvanmiyur Depot <-> Thiruvanmiyur Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98719, 80.25881)",CHENNAI_COMMUNITY_GTFS,"(12.98641, 80.25802)",121.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0120,Adambakkam Bus Terminus <-> Adambakkam Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Adambakkam Bus Terminus,CHENNAI_COMMUNITY_GTFS,Adambakkam Depot,similarity=76.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0121,Adambakkam Bus Terminus <-> Adambakkam Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Adambakkam Bus Terminus,CHENNAI_COMMUNITY_GTFS,Adambakkam Depot,similarity=76.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0122,Adambakkam Bus Terminus <-> Adambakkam Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Adambakkam Bus Terminus,CHENNAI_COMMUNITY_GTFS,Adambakkam Depot,similarity=76.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0123,Nanganallur Bus Terminus <-> Nanganallur Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.97763, 80.18171)",CHENNAI_COMMUNITY_GTFS,"(12.97801, 80.18158)",44.5m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0124,Perambur Bus Terminus <-> Perambur Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.1086, 80.24824)",CHENNAI_COMMUNITY_GTFS,"(13.1082, 80.24828)",44.7m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0125,Korattur Bus Terminus <-> Korattur Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.11098, 80.18416)",CHENNAI_COMMUNITY_GTFS,"(13.11162, 80.18432)",73.2m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0126,Iyyappanthangal Bus Terminus <-> Iyyappanthangal Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03753, 80.13477)",CHENNAI_COMMUNITY_GTFS,"(13.03812, 80.13487)",66.5m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0127,Iyyappanthangal Bus Terminus <-> Iyyappanthangal Bus Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Terminus,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Depot,similarity=86.4%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0128,Iyyappanthangal Bus Terminus <-> Iyyappanthangal Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03753, 80.13477)",CHENNAI_COMMUNITY_GTFS,"(13.03797, 80.13535)",79.6m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0129,Iyyappanthangal Bus Terminus <-> Iyyappanthangal Bus Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Terminus,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Depot,similarity=86.4%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0130,Thiruvottriyur Depot <-> Thiruvottiyur Ajax Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.17247, 80.30476)",CHENNAI_COMMUNITY_GTFS,"(13.17214, 80.30505)",48.3m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0131,Thiruvottriyur Depot <-> Thiruvottiyur Ajax Bus Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Thiruvottriyur Depot,CHENNAI_COMMUNITY_GTFS,Thiruvottiyur Ajax Bus Depot,similarity=79.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0132,Thiruvottriyur Depot <-> Thiruvottiyur Ajax Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.17247, 80.30476)",CHENNAI_COMMUNITY_GTFS,"(13.17219, 80.30545)",80.9m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0133,Thiruvottriyur Depot <-> Thiruvottiyur Ajax Bus Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Thiruvottriyur Depot,CHENNAI_COMMUNITY_GTFS,Thiruvottiyur Ajax Bus Depot,similarity=79.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0134,Ayanavaram Bus Terminus <-> Ayanavaram Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.09807, 80.24187)",CHENNAI_COMMUNITY_GTFS,"(13.09846, 80.24225)",59.8m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0135,Ayanavaram Bus Terminus <-> Ayanavaram Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Ayanavaram Bus Terminus,CHENNAI_COMMUNITY_GTFS,Ayanavaram Depot,similarity=76.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0136,Thiyagaraya Nagar Depot <-> Thiyagaraya Nagar Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03388, 80.23004)",CHENNAI_COMMUNITY_GTFS,"(13.03367, 80.23055)",60.0m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0137,Kilambakkam Bus Terminus <-> Kilambakkam Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.87351, 80.07858)",CHENNAI_COMMUNITY_GTFS,"(12.87429, 80.07804)",104.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0138,Iyyapanthangal Depot <-> Iyyappanthangal Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03709, 80.13445)",CHENNAI_COMMUNITY_GTFS,"(13.03812, 80.13487)",123.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0139,Iyyapanthangal Depot <-> Iyyappanthangal Bus Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Iyyapanthangal Depot,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Depot,similarity=88.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0140,Iyyapanthangal Depot <-> Iyyappanthangal Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03709, 80.13445)",CHENNAI_COMMUNITY_GTFS,"(13.03797, 80.13535)",138.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0141,Iyyapanthangal Depot <-> Iyyappanthangal Bus Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Iyyapanthangal Depot,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Depot,similarity=88.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0142,Kannagi Nagar Bus Terminus <-> Kannagi Nagar Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Kannagi Nagar Bus Terminus,CHENNAI_COMMUNITY_GTFS,Kannagi Nagar Depot,similarity=81.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0143,Iyyappanthangal Bus Depot <-> Iyyappanthangal Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03812, 80.13487)",CHENNAI_COMMUNITY_GTFS,"(13.03797, 80.13535)",54.6m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0144,Anna Nagar West Terminus <-> Anna Nagar West Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.09383, 80.19814)",CHENNAI_COMMUNITY_GTFS,"(13.09403, 80.19878)",72.8m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0145,Anna Nagar West Terminus <-> Anna Nagar West Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Anna Nagar West Terminus,CHENNAI_COMMUNITY_GTFS,Anna Nagar West Depot,similarity=83.3%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0146,Metro Grand City 2nd Main Road <-> Metro Grand City 2nd Main Road,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98596, 80.10805)",CHENNAI_COMMUNITY_GTFS,"(12.98599, 80.10769)",39.1m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0147,Anna Nagar East Metro Station <-> Anna Nagar East Metro Station,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.08446, 80.22045)",CHENNAI_COMMUNITY_GTFS,"(13.0848, 80.21952)",107.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
